VIN,open_recalls,Name,Status,nhtsa,Date,Description,safety,Repair_description,Unnamed: 9
1GNSKFEC1GR230457,no,Frontal Airbag and Pretensioner Non Deploy,complete,16V651,2016-09-08,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2017 model year Chevrolet Silverado LD, GMC Sierra LD, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, and Chevrolet Corvette vehicles, 2014-2016 model year Buick Lacrosse, Chevrolet Spark EV, and Chevrolet SS vehicles and 2015-2017 model year Chevrolet Silverado HD, GMC Sierra HD, GMC Yukon, GMC Yukon XL, Cadillac Escalade Cadillac Escalade ESV, Chevrolet Suburban, and Chevrolet Tahoe vehicles. The sensing and diagnostic module (SDM) in these vehicles, which controls airbag and pretensioner deployment, contains a software defect which may prevent the deployment of frontal airbags and pretensioners in certain rare circumstances. If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","Reprogram the SDM with new software that eliminates this defect. In vehicles with any previous deployment events recorded in the SDM, dealers will replace the existing SDM with a new SDM prior to programming and setup. Note: Before replacing the SDM, any airbag related Diagnostic Trouble Codes should be identified, diagnosed, and corrected prior to SDM replacement. Faulty SIR components in need of replacement are unrelated to this safety recall and are not covered under the terms of this safety recall.",
1GNSKFEC1GR230457,no,Hard Pedal at Low Speed Stops - Expires 8/31/21,complete,,,"Certain 2015 - 2018 model year Chevrolet Silverado vehicles equipped with special service package (RPO 5W4) and certain 2015 – 2019 Chevrolet Tahoe vehicles equipped with police package (RPO 9C1) or special service package (RPO 5W4) may have a condition in which frequent, repeated brake applications at low speed or idle speeds can deplete available brake vacuum assist faster than vacuum can be replenished by the system, which can lead to increased brake pedal effort, hard brake pedal and potentially increased stopping distance.",,These vehicles utilize Hydraulic Brake Boost Assist to supply additional hydraulic pressure when the vacuum boost is not sufficient to achieve the driver’s intended brake force. Dealers will reprogram the Electronic Brake Control Module in these vehicles with a new calibration that will improve how the system utilizes the Hydraulic Brake Boost Assist function when vacuum assist is depleted.,
1GNSKFKD4NR113594,yes,Daytime Running Lights (DRL) May Not Deactivate When Headlamps Are On,incomplete,22V903,2022-12-08,"General Motors has decided that certain 2020 – 2023 model year Cadillac CT4 and CT5 vehicles; 2021 – 2023 model year Buick Envision vehicles; and 2022 – 2023 model year Cadillac Escalade and Escalade ESV, Chevrolet Silverado 1500, Suburban, and Tahoe, and GMC Sierra 1500, Yukon, and Yukon XL vehicles, fail to conform, in part, to S7.10.5 of Federal Motor Vehicle Safety Standard (FMVSS) No. 108, “Lamps, reflective devices, and associated equipment.” The daytime running lamps (DRLs) may not deactivate when the headlamps are on, as required by S7.10.5, Table I-a. of FMVSS 108.","If the DRLs do not deactivate when the headlamps are on, the resulting glare could increase the risk of a crash.","General Motors will update the software in the vehicles’ Body Control Module (BCM) to correct the condition. Owners who have accepted applicable terms and conditions will have the opportunity to accept these software changes using wireless over-the-air (OTA) technology without having to bring their vehicle to a dealership. Alternatively, owners may have their vehicle serviced at a GM dealer to receive these software updates",
1GNSKFKD4NR113594,no,Third Row Seatbelt Buckle Retention,complete,22V617,2022-08-11,"General Motors has decided that a defect which relates to motor vehicle safety may exist in certain 2021 – 2022 model year Cadillac Escalade and Escalade ESV vehicles, 2021 – 2022 model year Chevrolet Suburban and Tahoe vehicles, and 2021 – 2022 model year GMC Yukon and Yukon XL vehicles. In certain of these vehicles, the rivet that retains the buckle to the mounting bracket in the left or right side third-row seatbelt buckle assembly may not have been properly formed during the manufacturing process.","If the third-row seatbelt assembly is not properly riveted, it may not properly restrain occupants in a crash, increasing the risk of injury.",Dealers will inspect the rivet head formation on both the left and right side third row seatbelt buckle assemblies and replace seatbelt buckle assemblies as necessary.,
1GNSKGKC0LR198721,no,,,,,,,,
1GNSKHKC0JR272061,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKHKC3HR321683,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKHKC3LR205098,no,,,,,,,,
1GNSKHKC4JR191824,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKHKC4KR129258,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
